Wir haben nichts zu fürchten als die Furcht selbst.,We have nothing to fear but fear itself.
Der Typ kommt mir verdächtig vor!,This guy seems suspicious to me!
Sie sollten sobald wie möglich einen Arzt aufsuchen!,You should go to the doctor as soon as possible!
Seine Diät ist sehr ausgewogen.,His diet is very balanced.
Er ernährt sich nur von Rohkost.,He only eats raw food.
Diese Knödel sind einfach köstlich!,These dumplings are simply delicious!
Er will sich auf keinen Fall von ihr trennen.,By no means does he want to break up with her.
Sie schaute verschämt weg.,She coyly looked away.
In der dritten Zeile ist ein Fehler!,There's a mistake in the third line.
In dieser Stadt werde ich immer ein Fremder sein.,"In this city, I'll always be a stranger."
Der Mond ist ungefähr 384.000 km von der Erde entfernt.,"The moon is around 384,000 km away from Earth."
Die Träume von heute sind die Wirklichkeit von morgen!,Today's dreams are tomorrow's reality!
"""Wie alt bist du?"" - ""Ich gehe auf die 30 zu.""","""How old are you?"" - ""I'm pushing 30."""
Der Pumuckl hat rote Haare.,Pumuckl has red hair.
Kennen wir uns irgendwoher?,Have we met?
Mein Sohn ist magersüchtig.,My son is anorexic.
Wehret den Anfängen!,(popular expression used esp. in political discussions to warn that a bad development should be stopped in the early stages before it gets out of hand)
Die Polizei geht momentan neuen Hinweisen nach.,The police are pursuing new leads at the moment.
Vergiss nicht einen Schlafanzug zu packen!,Don't forget to pack pyjamas!
"""Pass auf dich auf!"", sagte sie und umarmte mich.","""Take care!"" she said and hugged me."
Die Griechen sind sehr gastfreundlich.,The Greek people are very hospitable.
Sie haben ein schönes Reihenhaus gekauft.,They bought a beautiful terraced house.
Sein Job ist sehr anstrengend.,His job is very exhausting.
Heutzutage kauft keiner mehr einen Plattenspieler.,These days nobody buys a record player anymore.
"Du musst mir ausführlich berichten, was passiert ist!",You have to tell me in detail what happened!
"""Wir treffen uns dann morgen!"" - ""Alles klar!""","""We meet up tomorrow then!"" - ""All right!"""
Seine Ehefrau hat sich quergestellt.,His wife refused to co-operate.
"Wenn man nicht schlafen kann, dann muss man Schafe zählen.",If you can't sleep then you must count sheep.
Mario Götze hat das entscheidende Tor in der Verlängerung geschossen.,Mario Götze scored the decisive goal in extra time.
"""Wie möchten Sie Ihre Haare?"" - ""Nur etwas kürzer!""","""How would you like your hair?"" - ""Just a little bit shorter!"""
"Wann immer er kann, wirbt er für seine Dienste.",He constantly advertises his services.
Bei dieser Hitze setze dich lieber in den Schatten!,Better sit in the shade in this heat!
Seit ihrer Erkrankung hat sie viel Gewicht verloren.,Since her illness she lost a lot of weight.
Seine Großeltern leben in einem kleinen Dorf.,His grandparents live in a small village.
Er lobte die gute Erziehung unserer Kinder.,He praised the good upbringing of our children.
Mein Stiefvater ist sehr nett.,My stepfather is very nice.
Die Zange ist in diesem Kasten.,The pliers are in this box.
Er hat sich die Finger am Herd verbrannt.,He burnt his fingers on the stove.
Die Empörung der Bürger war groß.,The citizens (of the town) were outraged.
Wie sollen wir die Gäste unterhalten?,How should we entertain the guests?
Kann das Wasser aus dieser Quelle getrunken werden?,Is this stream water safe to drink
"""Das Baby hat ganz rote Backen. Wie süß!""","""The baby has rosy cheeks. How cute!"""
Was ist die Ursache meiner Erkrankung?,What is the cause of my illness?
Aus dem Schornstein stieg schwarzer Rauch.,Black smoke rose from the chimney.
Er sendete die Email ohne Betreff.,He sent the email without a subject.
"""Ich habe das Turnier gewonnen!"" - ""Klasse!""","""I won the tournament!"" - ""Great!"""
"""Prosit!"", sagte er und hob sein Glas.","""Cheers!"" he said and lifted his glass."
Wird das Gepäck an der Grenze kontrolliert?,Will the luggage be checked at the border?
Er ist nicht geeignet für diesen Job.,He isn't suitable for this job.
Er war sich nicht der Gefahr bewusst.,He was not aware of the danger.
"""Was gibt es als Nachtisch?"" - ""Erdbeeren mit Schlagsahne.""","""What's for dessert?"" - ""Strawberries with whipped cream."""
Diese Mango ist sehr saftig.,This mango is very juicy.
Nach dieser schwierigen Operation braucht sie vor allem Ruhe.,After this difficult surgery she needs above all rest.
Ihm fehlte der Mut sie anzusprechen.,He lacked the courage to speak to her.
Mit ihm hat man nichts als Ärger.,You've got nothing but trouble with him.
Ich habe noch keine Bestätigung meiner Bestellung erhalten.,So far I haven't received a confirmation of my order.
Ich kann nicht mehrere Dinge gleichzeitig tun.,I can't do multiple things at the same time.
Wie soll ich mein Geld am besten anlegen?,What would be the best way to invest my money?
Dieses Thema sollte von allgemeinem Interesse sein.,This topic should be of interest to everyone.
"""Du bist 5 Minuten zu spät!"" - ""Na und?""","""You are 5 minutes late!"" - ""So what?"""
Blumenkohl kann roh oder gekocht gegessen werden.,Cauliflower can be eaten raw or cooked.
Brasilien hat durchaus gute Chancen die Weltmeisterschaft zu gewinnen.,Brazil definitely has good chances to win the World Cup.
Wie ist die aktuelle Lage in Syrien?,What is the current situation in Syria?
Ihn quält die Sehnsucht nach ihr.,The yearning for her is tormenting him.
"""Warum fragst du?"" - ""Nur aus Neugier.""","""Why do you ask?"" - ""Just out of curiosity."""
Wir haben so um die 300 Hühner auf unserem Hof.,We have about 300 chickens on our farm.
Hast du die Einladungen schon verschickt?,Have you sent out the invitations already?
Was trinkst du morgens? Kaffee oder Tee?,What do you drink in the morning? Coffee or tea?
Setzen wir uns auf diese Bank.,Let's sit down on this bench.
Er lehrt Physik an einer angesehenen Universität.,He teaches physics at a renowned university.
In welchem Raum ist die Besprechung?,In which room is the conference?
Was sind die Vorteile dieser Marke?,What are the advantages of this brand?
Auf diesem Formular bräuchte ich noch Ihre Unterschrift.,(As a last step) I would need your signature on this form.
"""Ich möchte mit Herrn Müller sprechen."" - ""Worum geht es?""","""I would like to speak to Mr. Müller."" - ""What is it about?"""
"""Entschuldigung! Das war keine Absicht!"" - ""Macht nichts!""","""Sorry! That wasn't on purpose!"" - ""That's OK!"""
Ich warte immer noch auf eine Antwort von dir.,I'm still waiting for an answer from you.
Die Bahn erhöht die Preise ab Sonntag.,German Railways will increase ticket prices on Sunday.
"""Ich bin sehr müde!"" - ""Na gut, dann machen wir eine Pause.""","""I'm very tired!"" - ""Very well then, let's have a break."""
Lohnt es sich diese Burg zu besuchen?,Is it worth visiting this castle?
Welche Salbe hilft gegen Akne?,Which ointment helps with acne?
Sein Rachen ist entzündet.,His throat is inflamed.
Die Furcht stand ihr ins Gesicht geschrieben.,Fear was written all over her face.
Damals gab es noch kein Internet.,At that time there was no Internet available.
Kannst du bitte den Bleistift anspitzen?,"Could you sharpen the pencil, please?"
Die gesamte Besatzung kam bei dem Absturz ums Leben.,All crew members died in the crash.
Er isst seine Pizza gerne mit Ananas und Schinken.,He enjoys eating his pizza with pineapple and ham.
Sie schwang ihre Hüften verführerisch.,She swayed her hips seductively.
"""Halt den Mund!"", schrie er empört.","""Be quiet!"" he screamed outraged."
Was ist das für ein Geruch?,What kind of smell is that?
Er hat sich den Kiefer gebrochen.,He broke his jaw.
Mit ihm kann man sich immer gut unterhalten.,You can always have a good conversation with him.
"""Holst du mir bitte eine Dose Bier, Schatz?""","""Can you get me a can of beer, darling"""
Von welchem Bahnsteig fährt der Zug ab?,From which track does the train depart?
"""Verdammt! Ich habe mir das Handgelenk verletzt!""","""Darn! I've hurt my wrist!"""
Der Zugriff auf die Daten wurde verweigert.,Access to the data was refused.
Seine Wirbelsäule ist gekrümmt.,His spinal column is curved.
Der Reißverschluss deines Rucksacks ist offen.,The zip of your rucksack is open.
"""Willst du auf meine Feier kommen?"" - ""Na klar!""","""Do you want to come to my party?"" - ""Sure!"""
Kannst du Michael aus dem Kindergarten abholen?,Could you pick up Michael from the nursery school?
Schimpf doch nicht ständig mit mir!,Don't scold me all the time!
In der Regel hat sie keine gute Laune.,Normally she's not in a good mood.
Hast du Liebeskummer?,Are you lovesick?
Er hat mehrere Muttermale auf dem Rücken.,He has several moles on his back.
Der Türgriff ist abgefallen.,The doorknob has fallen off.
Gegen jede Krankheit ist ein Kraut gewachsen.,There is an herb for every disease.
Sie sonnt sich auf der Terrasse.,She is sunbathing on the terrace.
Kannst du meinen Rasen mähen?,Can you mow my lawn?
"""Hast du die Koffer schon gepackt?""","""Have packed (the suitcases) already?"""
"""Nicht schlecht, aber da kann man noch viel verbessern.""","""Not bad, however there is still a lot that can be improved."""
Ich glaube der hat eine Schraube locker.,I think he's got a loose screw. (informal way of saying he is crazy)
Willst du einen großen oder kleinen Löffel?,Do you want a big or small spoon?
Kannst du bitte das Geschirr abwaschen?,Could you please do the dishes?
Der Zahnarzt musste die Wurzel des Zahnes entfernen.,The dentist had to remove the root of the tooth.
Das Paket ist immer noch nicht angekommen.,The package still hasn't arrived.
"""Vielen Dank für die Blumen! Wie lieb von dir!""","""Thank you so much for the flowers! How nice of you!"""
"""Haben Sie T-Shirts mit langen Ärmeln?""","""Do you have T-shirts with long sleeves?"""
Die Toilette ist nicht sehr sauber.,The toilet is not very clean.
"Er gab dem Taxifahrer 30 Euro und sagte: ""Stimmt so!""","He gave the taxi driver 30 euros and said: ""Keep the change!"""
"Wenn jemand ""Vielen Dank!"" sagt, antwortet man mit ""Gern geschehen!"".","If somebody says, ""Thank you!"" you answer with, ""You are welcome!""."
"""Kannst du bitte Kirschen, Pfirsiche und Himbeeren kaufen?""","""Could you please buy cherries, peaches and raspberries?"""
In dieser Socke ist ein Loch.,There is a hole in this sock.
"""Du und deine Eifersucht!"", sagte sie wütend.","""You and your jealousy!"" she said angrily."
"""Tja, so ist das Leben!"", sagte er und seufzte.","""Well, that's life!"" he said and sighed."
"""Pfui! Fass das nicht an!""","""Gross! Don't touch that!"""
Ist der Gürtel aus echtem Leder?,Is the belt made out of real leather?
"""Freut mich!"", sagte er und gab mir die Hand.","""Pleased to meet you!"" he said and shook my hand."
Diese Papaya schmeckt einfach köstlich!,This papaya tastes absolutely delicious!
Morgen gehen wir Blaubeeren pflücken.,Tomorrow we'll go picking blueberries.
Die Flugschau ist nächsten Donnerstag.,The air show is next Thursday.
"""Mach's gut!"", sagte er und küsste mich auf die Wange.","""Take care!"" he said and kissed me on the cheek."
"""Was hast du wieder angestellt?"", sagte er wütend.","""What have you done now?"" he said angrily."
Der Winter naht.,Winter is coming.
Auf diesem Gebiet kenne ich mich sehr gut aus.,I'm very knowledgeable in this field.
Drachen können nicht gezähmt werden.,Dragons can't be tamed.
Der Lake District in England ist sehr romantisch.,The Lake District in England is very romantic.
"""Ausgerechnet jetzt rufst du an? Ich habe jetzt keine Zeit!""","""Of all times you are calling now? I don't have time now!"""
Willst du die rote oder die blaue Pille?,Do you want the red or the blue pill?
"""Was geht hier vor?"", fragte Volker.","""What's happening here?"" asked Volker."
Das erste Opfer des Krieges ist die Wahrheit.,The first casualty of war is the truth.
"Wenn du es in New York schaffst, dann schaffst du es überall!","If you make it in New York, you can make it anywhere!"
Die Fahne der Schweiz ist quadratisch.,The flag of Switzerland is square.
Er hat einen eisernen Willen.,He has an iron will. (He is very determined)
"Obwohl er ein Mann ist, weint er oft.","Even though he is a man, he often cries."
Solch Dummheit sieht man nicht alle Tage!,You don't see such stupidity every day!
"Ich verstehe überhaupt nicht, warum du das getan hast!",I don't understand at all why you did that!
Der Spielfilm geht um 20.15 Uhr los.,The feature film starts at 8.15pm.
Die Geschäfte sind ab 9 Uhr offen.,Shops are open from 9 o'clock.
Die ersten fünf Tage nach dem Wochenende sind die schlimmsten!,The first five days after the weekend are the hardest!
Der Bart steht ihm gut.,The beard suits him well.
"Als Gott mich schuf, wollte er angeben.",When God created me he wanted to show off.
Nur die Toten haben das Ende des Krieges gesehen.,Only the dead have seen the end of war.
Depression ist Wut ohne Begeisterung.,Depression is anger without enthusiasm.
Muslime beten 5 Mal am Tag.,Muslims pray 5 times a day.
Entschuldigung! Ihre Schnürsenkel sind offen.,Excuse me! Your shoelaces are untied.
Wurde der Fisch ausgenommen?,Has the fish been gutted?
"Es war ein Wunder, dass sie überlebte.",It was a miracle that she survived.
Licht ist schneller als Schall.,Light is faster than sound.
Er ist ein Waisenkind.,He is an orphan.
Der Pfad zum Berg hinauf ist sehr schmal.,The path up the mountain is very narrow.
Hongkong war eine britische Kolonie.,Hong Kong was a British colony.
Rotterdam ist die zweitgrößte Stadt in den Niederlanden.,Rotterdam is the second largest city in the Netherlands.
Vitamin D ist für die Gesundheit wichtig.,Vitamin D is important for good health.
Der Sänger sagte die Tournee aus Krankheitsgründen ab.,The singer cancelled the tour due to illness.
Was ist das Geheimnis deines Erfolges?,What is the secret of your success?
Wölfe jagen in Rudeln.,Wolves hunt in packs.
"Sind Spinnen Insekten? Nein, sind sie nicht.",Are spiders insects? No they are not.
Das Leben ist unberechenbar.,Life is unpredictable.
Dieser Teddybär ist sehr weich.,This teddy bear is very soft.
Wie viele Zähne hat ein erwachsener Mensch? 32,How many teeth does an adult have? 32
"Es macht mir nichts aus, früh aufzustehen.",I don't mind getting up early.
Die Strände sind aus weißem Sand.,The beaches have white sand.
Sie trägt niemals Make-up.,She never wears make-up.
Auf der Insel gibt es keine Autos.,There are no cars on the island.
Die Villen haben private Pools.,The villas have private pools.
Dieser Virenscanner aktualisiert sich automatisch.,This virus scanner updates itself automatically.
Die Ausrüstung ist kostenlos.,The equipment is free of charge.
Kann ich bitte einen Keks haben?,Can I have a biscuit please?
"Ich war 13, als meine Eltern sich scheiden ließen.",I was 13 when my parents divorced.
Wasser kocht bei 100 Grad Celsius.,Water boils at 100 degrees Celsius.
Dieser Sänger kommt aus Litauen.,This singer is from Lithuania.
Nigeria hat Bodenschätze im Überfluss.,Nigeria has abundant natural resources.
James Bond hat eine Lizenz zum Töten.,James Bond has a licence to kill.
Was ziehst du zur Hochzeit meines Bruders an?,What will you be wearing at my brother's wedding?
Ich möchte gerne einen Flug buchen.,I would like to book a flight.
Das ist die perfekte Stelle für ein Picknick.,This is the perfect spot for a picnic.
Wir greifen im Morgengrauen an.,We attack at dawn.
Er hat verschiedene Wohltätigkeitsorganisationen gegründet.,He has set up various charitable organisations.
Interessierst du dich für moderne Kunst?,Are you interested in modern art?
"Er weiß nicht, wie man einen Computer benutzt.",He doesn't know how to use a computer.
Andrew ist Komponist.,Andrew is a composer.
Sie hat ihren Mann als vermisst gemeldet.,She reported her husband missing.
Hallo! Ich habe Sie erwartet. Bitte setzen Sie sich!,Hello! I've been expecting you. Please sit down!
Schädigt Lesen bei schwachem Licht die Augen?,Does reading in dim light ruin one's eyes?
Könntest du mir etwas Geld leihen?,Could you lend me some money?
Heute ist der bisher wärmste Tag des Jahres.,Today is the warmest day of the year so far.
"Wir müssen Sauerstoff atmen, um zu leben.",We need to breathe oxygen to live.
"Bevor er Präsident wurde, war er Anwalt.",Prior to becoming President he was a barrister.
"""Soll das lustig sein?"", sagte er verärgert.","""Is this supposed to be funny?"" he said angrily."
Er kennt viele Leute in der Musikbranche.,He knows a lot of people in the music business.
Elizabeth Taylor war eine Hollywood-Legende.,Elizabeth Taylor was a Hollywood legend.
Dieser Schiedsrichter ist völlig unfähig!,This referee is completely useless!
Der Tag meiner Hochzeit war der glücklichste Tag meines Lebens.,My wedding day was the happiest day of my life.
Welchen Virenscanner verwendest du?,Which virus scanner do you use?
Leider sind hier Entführungen nichts Ungewöhnliches.,"Sadly, kidnappings are common here."
Kommunikation ist in einer Beziehung am wichtigsten.,Communication is the most important thing in a relationship.
"Pinguine können nicht fliegen, doch sie können sehr gut schwimmen.","Penguins cannot fly, but they can swim very well."
Er fährt wie ein Verrückter.,He drives like a maniac.
Kann ich das ohne Soße haben?,May I have that without sauce?
Morgen wird der Herzog 90.,Tomorrow the duke will turn 90.
Mozart war ein österreichischer Komponist.,Mozart was an Austrian composer.
Du hast tolle Arbeit geleistet!,You did a great job!
"Ich bin froh, dass wir wieder Freunde sind.",I'm glad we are friends again.
Pinguine haben einen weißen Bauch und einen schwarzen Rücken.,Penguins have a white belly and a black back.
Ich genieße lange Spaziergänge am Strand.,I enjoy long walks on the beach.
Sie mag den amerikanischen Lebensstil.,She likes the American lifestyle.
Diabetes kann zu Nierenversagen führen.,Diabetes can lead to kidney failure.
Man sieht sich immer zweimal im Leben.,You always see each other twice in life. / Our paths will cross again.
Ich habe Schmerzen in der Brust.,I have a pain in my chest.
In Japan sind Erdbeben eine ständige Bedrohung.,"In Japan, earthquakes are a constant threat."
"Die ""Scorpions"" sind Deutschlands erfolgreichste Rockgruppe.","The ""Scorpions"" are Germany's most successful rock band."
"Der Chef sagte ihm, dass er sich beeilen soll.",The boss told him to hurry up.
Er wurde wegen schlechten Verhaltens aus der Schule geworfen.,He was thrown out of school for bad behaviour.
Andreas ist ein ruhiger und schüchterner Junge.,Andreas is a quiet and shy boy.
"Sie haben angeboten, uns zu helfen.",They offered to help us.
"Die Toilette spült nicht. Ich glaube, sie ist kaputt!",The toilet doesn't flush. I think it's broken!
Millionen von Menschen leben in bitterer Armut.,Millions of people live in abject poverty.
Sie haben den Film an vielen verschiedenen Orten gedreht.,They filmed the movie in many different locations.
"""Die Menschheit muss den Krieg beenden oder der Krieg wird die Menschheit beenden.""","""Mankind must put an end to war, or war will put an end to mankind."" -- John F. Kennedy"
Der Rettungsschwimmer rettete sein Leben.,The lifeguard saved his life.
Sie schickte ihm eine lange Email.,She sent him a long email.
Ich habe vor sieben Jahren mit dem Rauchen aufgehört.,I quit smoking seven years ago.
Kannst du einen guten Autohändler empfehlen?,Can you recommend a good car dealer?
Das Ende dieses Regimes ist nah.,The end of this regime is near.
Der Präsident weigerte sich zurückzutreten.,The president refused to step down.
Zinn rostet nicht.,Tin does not rust.
"Christen glauben, dass Jesus für unsere Sünden starb.",Christians believe that Jesus died for our sins.
"Er ist nicht tot, sondern bewusstlos.","He is not dead, but unconscious."
"Ich bin zu müde zum Kochen, lass uns essen gehen.","I'm too tired to cook, let's eat out."
Dieser Autohändler ist skrupellos.,This car dealer is unscrupulous.
"Sie ist teilweise blind, aufgrund einer Augeninfektion.","She is partially blind, due to an eye infection."
Würdest du gerne diese Ausstellung sehen?,Would you like to see this exhibition?
"Sie kann sich nicht mehr daran erinnern, was passiert ist.",She can't remember what happened.
Die Demonstranten widersetzten sich der Ausgangssperre.,The protesters defied the curfew.
Der kürzeste Tag des Jahres ist der 21. Dezember.,The shortest day of the year is on December 21.
Wann ist der kürzeste Tag des Jahres?,When is the shortest day of the year?
Der Ingenieur hat das Problem behoben.,The engineer fixed the problem.
Beeil dich! Wir kommen noch zu spät.,Hurry up! We're going to be late.
Wasser ist unentbehrlich für jedes Leben auf der Erde.,Water is essential for life on Earth.
Er war von seinen Eltern vernachlässigt worden.,He had been neglected by his parents.
Helium ist ein Gas.,Helium is a gas.
Ich bin gestürzt und habe mir mein Knie verletzt.,I fell and hurt my knee.
Vergiss nicht die Uhr eine Stunde vorzustellen.,Don't forget to set your clock ahead by an hour.
Wie viel Kilo Gepäck ist auf meinem Flug erlaubt?,What is the baggage allowance on my flight?
Könnte ich bitte ein kostenloses Upgrade in die erste Klasse bekommen?,"Can I get a free upgrade to first class, please?"
Spanien hat ein strenges Antirauchergesetz eingeführt.,Spain has introduced a tough anti-smoking law.
Dieser Film ist voller Sex und Gewalt.,This film is full of sex and violence.
Viele Menschen in Rio de Janeiro leben in Slums.,A lot of people in Rio de Janeiro live in slums.
Brasilien ist reich an Bodenschätzen.,Brazil is rich in natural resources.
"Er ist der liebste Mensch, den ich kenne.",He is the kindest person I know.
Die Zugpreise werden im Januar ansteigen.,Train fares will rise in January.
Sie wünscht sich ein Pony zu Weihnachten.,She wants a pony for Christmas.
Den Weihnachtsmann gibt es in Wirklichkeit gar nicht.,Santa Claus doesn't really exist.
"Mein Leben war vollkommen, bevor ich dich traf!",My life was perfect before I met you!
"Ich glaube, du hast seinen Stolz verletzt.",I think you've hurt his pride.
Der Politiker überlebte den Mordanschlag.,The politician survived the assassination attempt.
Ich putze meine Wohnung einmal die Woche.,I clean my apartment once a week.
Bin ich verhaftet?,Am I under arrest?
Können Sie mir das auf der Karte zeigen?,Can you show me on the map?
Beeil dich! Der Film fängt gleich an.,Hurry up! The movie is about to start.
Bitte lassen Sie mich hier aussteigen.,Please let me get out here. (taxi)
Euthanasie ist in Belgien legal.,Euthanasia is legal in Belgium.
Russen lieben Wodka.,Russian people love vodka.
Ich bin ein Einzelkind.,I'm an only child.
Er wird Viertel nach Vier hier sein.,He'll be here at a quarter past four.
Ich wäre so gerne nochmal 20!,I would love to be 20 again!
"Nachdem ich Sport getrieben habe, bin ich immer sehr durstig.","After doing exercise, I'm always very thirsty."
Napoleons Armee galt als unbesiegbar.,Napoleon's army was considered invincible.
Du bist so ein Feigling!,You are such a coward!
Nicht viele Menschen in der Welt sprechen Schwedisch.,Not many people in the world can speak Swedish.
Er brach den Weltrekord.,He broke the world record.
Heute war es kalt und windig.,Today it was cold and windy.
Wissenschaftler entdecken immer noch neue Tierarten.,Scientists are still discovering new animal species.
Ich möchte eine volle Rückerstattung.,I want a full refund.
"""Lauf so schnell wie du kannst!"", schrie er voller Panik.","""Run as fast as you can!"" he screamed in panic."
Was soll das bezwecken?,What's the point of that?
Die grösste chinesische Siedlung außerhalb Asiens befindet sich in San Francisco.,The largest Chinese community outside Asia is located in San Francisco.
Smithfield ist ein bekannter Fleischmarkt in London.,Smithfield is a famous meat market in London.
Der Eiffelturm ist 320 m hoch.,The Eiffel Tower is 320 m high.
Sie haben 500 Pfund Gewinn gemacht.,They made a profit of 500 Pounds.
Ich weigere mich aufzugeben.,I refuse to give up.
"Wie alt muss ein Kind sein, um allein zu Hause bleiben zu können?",How old must a child be to be able to stay alone at home?
Meine Mutter hat ihren Vater nie kennengelernt.,My mother has never met her father.
Ihr Freund ist wirklich gutaussehend!,Her boyfriend is really handsome!
Gib nicht dein ganzes Geld für Süßigkeiten aus!,Don't spend all your money on sweets!
Er lehnt sich an die Wand.,He is leaning against the wall.
Wo warst du die ganze Nacht?,Where have you been all night?
Welches Bild sollen wir an die Wand hängen?,What picture should we hang on the wall?
In Irland regnet es viel.,It rains a lot in Ireland.
Ich habe letztes Jahr mit dem Rauchen aufgehört.,I gave up smoking last year.
Er hat sich einer Bypass-Operation unterzogen.,He underwent a heart bypass operation.
Dieser Marketingexperte schreibt jeden Tag einen Blogeintrag.,This marketing expert writes a blog entry every day.
Ich möchte eine Klimaanlage in meiner Wohnung installieren.,I want to install an air-conditioner in my flat.
"Ich liebe Beeren, ganz besonders Erdbeeren.","I love berries, especially strawberries."
Das Rauchen ist in der Schule nicht erlaubt.,Smoking is not allowed in school.
Dieser Reiseführer enthält viele falsche Informationen.,This travel guide contains a lot of wrong information.
"Viele Leute glauben, dass er gierig ist.",Many people think he is greedy.
Sie wäscht sich zweimal am Tag das Gesicht.,She washes her face twice a day.
Wodurch wird Akne verursacht?,What causes acne?
Das ist ganz offensichtlich eine falsche Strategie.,This is clearly a flawed strategy.
Sie hat eine skandalöse Vergangenheit.,She has a scandalous past.
Er hat viele Geschäftsideen.,He has a lot of business ideas.
Ich brauche einen Haarschnitt.,I need a haircut.
Die Konsequenzen seiner Handlungen interessieren ihn nicht.,He doesn't care about the consequences of his actions.
Wo kann ich mir die Hände waschen?,Where can I wash my hands?
Er ist ein sehr hilfsbereiter Mann.,He is a very helpful man.
Seine Gesundheit verschlechtert sich.,His health is deteriorating.
Verrückt aber wahr - dieses Nilpferd trinkt gerne Kaffee.,Crazy but true - this hippo loves to drink coffee.
Haben Sie ein Zimmer mit Aussicht?,Do you have a room with a view? (hotel)
Warum befindet sich ein Wurm in der Tequillaflasche?,Why is there a worm in the tequila bottle?
Das Gefängnis ist überfüllt.,The prison is overcrowded.
"Kannst du mir helfen, die Wand zu streichen?",Can you help me paint the wall?
Das Geld ist im braunen Umschlag.,The money is in the brown envelope.
"Dies ist der beste Preis, den ich anbieten kann.",This is the lowest price I can offer.
"Sei leise, du wirst noch die Kinder aufwecken!","Be quiet, you'll wake up the kids!"
Das ist reine Zeitverschwendung!,This is a complete waste of time!
Mein Leben hat sich komplett verändert.,My life has changed completely.
Er hat mich mit seiner Familie bekannt gemacht.,He introduced me to his family.
Die Welt ist voller verrückter Leute.,The world is full of crazy people.
"Sie haben Angst, einen Fehler zu machen.",They are afraid to make a mistake.
Man kann den Turm von weitem sehen.,The tower is visible from far away.
Er war ein liebenswerter Mann.,He was a likeable man.
"Dieses Hotel wurde entworfen, um wie ein Schloss auszusehen.",This hotel was designed to look like a castle.
Die Mädchen redeten alle zur gleichen Zeit.,The girls all talked at the same time.
Diese Aufgabe ist nicht dringend. Lass dir Zeit!,This task is not urgent. Take your time!
Das Eis ist im Gefrierschrank.,The ice-cream is in the freezer.
Sie trinkt keinen Alkohol und ist eine Vegetarierin.,She doesn't drink alcohol and is a vegetarian.
Er küsste sie auf die Stirn.,He kissed her on the forehead.
Meine Katze frisst gerne Thunfisch.,My cat likes to eat tuna.
Sie gehen jeden Sonntag in die Kirche.,They go to church every Sunday.
Die Arbeitsbedingungen hier sind sehr unsicher.,The working conditions are not safe here.
Der Soldat ist verblutet.,The soldier bled to death.
Hast du eine Zigarette für mich?,Do you have a cigarette for me?
Dieses Getränk schmeckt widerlich.,This drink tastes disgusting.
Mein Nachbar streicht gerade den Zaun.,My neighbour is painting the fence.
Er wurde von einem unbekannten Mann getötet.,He was killed by an unidentified man.
"Es war nett, mit Ihnen Geschäfte zu machen.",It was nice doing business with you.
Die Sonne geht im Osten auf.,The sun rises in the east.
Das Turnier wurde vom Regen unterbrochen.,The tournament was interrupted by rain.
Kindesmissbrauch ist ein ernstes Verbrechen.,Child abuse is a serious crime.
Das Schloss wurde letztes Jahr renoviert.,Last year the castle underwent a renovation.
Meine Frau hatte eine Fehlgeburt.,My wife had a miscarriage
Wir verbringen viel Zeit im Fitness-Studio.,We spend a lot of time in the gym.
Hast du irgendwelche Tätowierungen?,Do you have any tattoos?
Der Preis ist verhandelbar.,The price is negotiable.
Menschen trauern auf verschiedene Weise.,People grieve in different ways.
Das menschliche Gehirn ist der komplizierteste Teil des menschlichen Körpers.,The human brain is the most complex part of the human body.
Er ist genau der Richtige für diese Aufgabe.,He is ideal for this task.
"Wie heißt das Parfüm, das du trägst?",What is the name of the perfume you are wearing?
Amnesty International ist gegen die Todesstrafe.,Amnesty International opposes the death penalty.
Die Ehe bringt nicht nur Freuden.,Marriage does not always bring happiness.
Sie nahm früher Antidepressiva.,She used to take anti-depressants.
Er hat einen skurrilen Haarschnitt.,He has a bizarre haircut.
Iss Spinat. Er wird dich stark machen!,Eat spinach. It will make you strong!
Sie stellten schwierige Fragen.,They asked difficult questions.
Sie hat eine großartige Figur.,She has a fabulous figure.
Die Globalisierung hat Vor- und Nachteile.,Globalisation has pros and cons.
Dieses Kaufhaus hat seinen Sitz in Edinburgh.,This department store has its headquarters in Edinburgh.
Die Menschen in China essen mehr Reis als Brot.,People in China eat more rice than bread.
Wo kann ich mein Auto parken?,Where can I park my car?
Ist Karate gefährlich?,Is karate dangerous?
Windpocken sind höchst ansteckend.,Chickenpox is a highly contagious illness.
Ich habe seit vier Tagen nicht geschlafen.,I haven't slept in four days.
Schmetterlinge sind sehr farbenfroh.,Butterflies are very colourful.
"Es tut mir leid, ich trinke keinen Kaffee mit Fremden.","Sorry, I don't drink coffee with strangers."
Er lebte zwölf Jahre lang in Brasilien.,He lived in Brazil for twelve years.
"Er ist der mutigste Junge, den ich kenne.",He is the bravest boy I know.
"Ich glaube, dass man hart arbeiten muss um Erfolg zu haben.",I believe you have to work hard to succeed.
Sie erlitt schwere Verbrennungen.,She suffered severe burns.
Das Internet ist eine neue Erfindung.,The Internet is a new invention.
Warum springt mein Auto nicht an?,Why won't my car start?
"""Spuren im Sand"" ist ein berühmtes Gedicht.","""Footprints in the Sand"" is a famous poem."
Die Polizei sperrte das Gelände ab.,The police cordoned off the area.
Die erste WM in Afrika fand 2010 statt.,The first World Cup in Africa took place in 2010.
