Diese Suppe ist ausgezeichnet!,This soup is excellent!
Wir müssen zurückgehen.,We have to go back.
Wie ist der Wechselkurs?,What is the exchange rate?
Haben Sie diese Schuhe in Größe 36?,Do you have these shoes in a size 36?
Wo muss ich unterschreiben?,Where do I need to sign?
Ich habe meine Brieftasche verloren.,I lost my wallet.
Er ist immer noch am Telefon.,He is still on the phone.
Diese Mönche leben sehr einfach.,These monks lead very simple lives.
Sie ist aus Peru.,She's from Peru.
Mein Vermieter ist sehr neugierig.,My landlord is very nosy.
"Ich hoffe, morgen scheint die Sonne.",I hope it will be sunny tomorrow.
Das Boot war voller Flüchtlinge.,The boat was full of refugees.
Ich mache mir Sorgen.,I'm worried.
Mein Cousin ist Architekt.,My cousin is an architect.
Napoleon wurde auf Korsika geboren.,Napoleon was born in Corsica.
Du hast wunderschöne Lippen!,You have beautiful lips!
Wie komme ich zur Botschaft?,How do I get to the embassy?
Sie wird den Wettbewerb gewinnen!,She will win the competition!
Ich bin sehr hungrig. Sollen wir in ein Restaurant gehen?,I'm very hungry. Shall we go to a restaurant?
Die meisten Babys haben blaue Augen.,Most babies have blue eyes.
Ich war noch nie in Mexiko.,I've never been to Mexico.
Sie hat einen perfekten Körper.,She has a perfect body.
Bitte verzeih mir.,Please forgive me.
"Wie war die Arbeit, Liebling?","How was work, darling?"
Mein Chef hat keinen Humor.,My boss has no sense of humour.
Sie hasst Waffen.,She hates guns.
"Er trinkt, um seine Probleme zu vergessen.",He drinks to forget about his problems.
Dieser koreanische Palast wurde 1394 gebaut.,This Korean palace was constructed in 1394.
Sei nicht nervös!,Don't be nervous!
Michael Jackson war ein grossartiger Entertainer.,Michael Jackson was a great entertainer.
Seine Präsentation war etwas langweilig.,His presentation was a little bit boring.
Das Flugzeug ist sicher gelandet.,The airplane landed safely.
Sie hatte eine Abtreibung.,She had an abortion.
Helen Keller war eine amerikanische Schriftstellerin.,Helen Keller was an American author.
Sie hat ihm niemals vergeben.,She never forgave him.
Sie hat Hunger.,She is hungry.
Die Luft im Himalaya ist sehr dünn.,The air in the Himalayas is very thin.
Er steht unter Schock.,He is in shock.
Ich habe mir Sorgen gemacht.,I was worried.
Momentan bin ich noch nicht sehr hungrig.,I'm not very hungry at this moment.
Oma ist in der Küche.,Grandma is in the kitchen.
"Hör' auf, ihn zu ärgern!",Stop winding him up!
Ich mag indisches Essen.,I like Indian food.
Hast du die Tür abgeschlossen?,Did you lock the door?
Er schnarcht oft.,He often snores.
Afrika ist ein Kontinent.,Africa is a continent.
Mein Bauch tut weh.,My stomach hurts.
Harrods ist ein bekanntes Kaufhaus.,Harrods is a famous department store.
Mord ist ein Verbrechen.,Murder is a crime.
Sie ist blind.,She is blind.
Hast du Geschwister?,Do you have any brothers or sisters?
Viele Menschen lehnen diesen Krieg ab.,Many people are against this war.
Wikipedia ist keine kommerzielle Webseite.,Wikipedia isn't a commercial website.
Diese Bilder waren sehr schockierend.,These images were deeply shocking.
Er ist dankbar.,He is grateful.
Russland ist ein großes Land.,Russia is a big country.
Wer wird die Veranstaltung organisieren?,Who will organise the event?
Was würdest du machen?,What would you do?
"Hör' auf, dieses Lied zu summen!",Stop humming that song!
Wir brauchen ein Taxi in 30 Minuten.,We need a taxi in 30 minutes.
Er ist von der Leiter gefallen.,He fell from the ladder.
Was hast du für Pläne?,What are your plans?
Das Fahrrad fängt an zu rosten.,The bicycle started to rust.
Ihm gehört ein Nachtclub.,He owns a nightclub.
Sie sind entlassen!,You are fired! / You are free to go!
Ich wünsche dir eine gute Reise.,I wish you a good journey.
Du hast über 2 Stunden Verspätung.,You are over 2 hours late.
Der Sommer ist vorbei.,The summer is over.
Sie wird künstlich ernährt.,She is being fed through a tube.
Dies ist dein Geburtstagsgeschenk.,This is your birthday present.
Ich bin kein Idiot.,I'm not an idiot.
Dieses Produkt hat verschiedene Funktionen.,This product has multiple functions.
Wrestling ist beliebt in Mexiko.,Wrestling is popular in Mexico.
Die Wohnung ist schmutzig.,The apartment is dirty.
Die Nachbarn sind laut.,The neighbours are noisy.
Programmierer essen gerne Pizza.,Programmers love to eat pizza.
Dieser Artikel ist sehr einseitig.,This article is very biased.
Ich liebe dein neues Parfüm!,I love your new perfume!
Ich fahre gern Fahrrad am Wochenende.,I like to go bicycling on the weekend.
Sein Besuch war nicht angekündigt.,His visit was unannounced.
Sie hat einen lustigen Akzent.,She has a funny accent.
Sei nicht unhöflich!,Don't be rude!
Dieser Wettbewerb findet jedes Jahr statt.,This contest takes place every year.
Er arbeitet in London.,He works in London.
Er hat ein unglaubliches Tor geschossen.,He scored an amazing goal.
New York ist die teuerste Stadt der USA.,New York is the most expensive city in the USA.
Versuche positiv zu bleiben!,Try to stay positive!
Sie ist ein kluges Kind.,She's a bright kid.
Lass uns morgen Badminton spielen.,Let's play badminton tomorrow.
Ich habe dich nie belogen!,I've never lied to you!
Er ist in einer Rock-Band.,He is in a Rock 'n' Roll band.
Vergiss nicht deinen Ausweis!,Don't forget your passport!
Er starb qualvoll.,He died in agony.
Karaoke ist sehr beliebt in Asien.,Karaoke is very popular in Asia.
Das Tote Meer ist voller Salz.,The Dead Sea is full of salt.
Ich vergaß meinen Hut im Zug.,I forgot my hat in the train.
"Ich habe gehört, was du gesagt hast.",I heard what you said.
Meine Schwester arbeitet in einem Reisebüro.,My sister works in a travel agency.
Du hast wunderschöne Augen.,You have beautiful eyes!
Peter Ustinov war ein britischer Schauspieler.,Peter Ustinov was a British actor.
Männer müssen sich rasieren.,Men have to shave.
Wir werden zu spät zur Kirche kommen.,We are going to be late for church.
Die Entscheidung ist endgültig.,The decision is final.
"Es tut mir leid, dich zu stören.",I'm sorry to disturb you.
Du musst eine wichtige Entscheidung treffen.,You've a crucial decision to make.
Wir ließen das Gepäck im Hotel.,We left the luggage at the hotel.
Er ist nur an sich selbst interessiert.,He is only interested in himself.
Sie war mal ein Model.,She used to be a model.
Er spielt in einer Band.,He plays in a band.
"Danke, dass du mich unterrichtest.",Thank you for teaching me.
Er hustet.,He is coughing.
Ich vertraue nur meiner Mutter.,I trust only my mother.
Ich lese gerne Autobiografien.,I enjoy reading autobiographies.
Ich bewundere deine Fähigkeiten.,I admire your skills.
Er schüttelt den Kopf.,He shakes his head.
Umarme mich.,Give me a hug.
Er ist immer noch hier.,He is still here.
Du solltest dich schämen!,You should be ashamed of yourself!
Sie war ein wichtiger Mensch in meinem Leben.,She was an important person in my life.
Ich bin optimistisch.,I'm optimistic.
"Wenn man jung ist, hat man noch sein ganzes Leben vor sich.",You've got your whole life ahead of you when you are young.
Dieser Hügel ist sehr steil.,The hill is very steep.
Willst du mit mir gehen?,Do you want to go with me? / Do you want to be my girlfriend/boyfriend?
Warum ist mein Computer so langsam?,Why is my computer so slow?
Wer hat Julius Caesar umgebracht?,Who killed Julius Caesar?
Hab keine Angst!,Don't be scared!
Er wird dich beschützen.,He will protect you.
Tue mir bitte nicht weh.,Please don't hurt me.
England gewann 1966 die Weltmeisterschaft.,England won the world cup in 1966.
Saudi-Arabien ist ein reiches Land.,Saudi Arabia is a rich country.
In Los Angeles leben viele Schauspieler.,A lot of actors live in Los Angeles.
100.000 Häuser haben keinen Strom.,"100,000 homes are without electricity."
Ich habe zugenommen.,I put on weight.
Er ist von Beruf Fotograf.,He is a professional photographer.
"Er tut immer so, als wisse er alles.",He always pretends to know everything.
Er fühlt sich schuldig.,He feels guilty.
Wir haben unseren Zug verpasst.,We missed our train.
Muslime essen kein Schweinefleisch.,Muslims don't eat pork.
Sie hat mich angelogen.,She lied to me.
Edinburgh ist die Hauptstadt von Schottland.,Edinburgh is the capital of Scotland.
Er hat ein ausgezeichnetes Gedächtnis.,He has an amazing memory.
Ich war froh.,I was glad.
Ich wohne in Belgien.,I live in Belgium.
Ich werde dich nie wieder belügen.,I'm never going to lie to you again.
Ist das 100% genau?,Is this 100% accurate?
Der Krieg ist vorbei.,The war is over.
In Schottland greifen Mücken in Schwärmen an.,In Scotland midges attack in swarms.
"Ich weiß, dass sie ihn auch liebt.",I know she loves him too.
Griechisches Essen schmeckt ausgezeichnet.,Greek food is delicious.
Er sonnt sich nicht gern.,He doesn't like sunbathing.
Er zieht bestimmt bald aus.,He definitely will move out soon.
Wir haben keine Arzneimittel mehr.,We've run out of medicine.
Er ist ein Geschäftsmann.,He is a businessman.
Ich probiere nicht gern Neues aus.,I don't like trying new things.
"Sie ist nicht bereit, hart zu arbeiten.",She isn't willing to work hard.
Das Leben ist voller Überraschungen.,Life is full of surprises.
Ich kann nicht atmen.,I can't breathe.
Sie steht unter viel Druck.,She is under a lot of pressure.
Ich habe einen Fisch gefangen.,I caught a fish.
Kannst du bitte das Fenster schließen?,Could you close the window please?
Kuchen sind lecker!,Cakes are delicious!
Das Hotel ist ausgebucht.,The hotel is fully booked.
"Ich will, dass du nach Hause kommst.",I want you to come home.
Er ist ein anständiger Kerl.,He is a decent bloke.
Gewalt erzeugt Gewalt.,Violence begets violence.
Du kannst mich jederzeit besuchen.,You can visit me anytime you like.
Schadet zu viel Fernsehen Kindern?,Does too much TV harm kids?
Das Universum ist sehr groß.,The universe is very big.
Ich bin immer fröhlich.,I'm always happy.
Der Plan hat nicht funktioniert.,The plan didn't work.
Er sieht nervös aus.,He looks nervous.
"Es tut mir leid, du hast natürlich Recht!","I'm sorry, you are right of course!"
"Ich wusste nicht, dass du heute Geburtstag hast.",I didn't realise your birthday is today.
Die Italiener lieben die Oper.,The Italians love opera.
Sie sind 3 Tage lang nicht aus dem Haus gegangen.,They had not gone out for 3 days.
Er hat im Krieg viele Menschen getötet.,He killed a lot of people in the war.
Sie sorgt sich zu sehr.,She worries too much.
Ich bin einsam.,I'm lonely.
Es ist Viertel vor elf.,It is a quarter to eleven.
Er hat den Fehler schnell zugegeben.,He quickly admitted the mistake.
Er ist ein tapferer Soldat.,He is a brave soldier.
Mit Feuer zu spielen ist gefährlich.,Playing with fire is dangerous.
Ich bin im fünften Monat schwanger.,I'm five months pregnant.
Unterschreiben Sie bitte hier.,Please sign here.
Es ist Viertel nach elf.,It is a quarter past eleven.
Ich war total schockiert.,I was absolutely shocked.
Ich muss los.,I have to go.
Giraffen haben sehr lange Hälse.,Giraffes have very long necks.
Jedem Tag folgt die Nacht.,The night follows every day.
Ich fürchte mich vor nichts.,I'm not scared of anything.
Dein Handy klingelt.,Your mobile phone is ringing.
Keiner will ausgenutzt werden.,Nobody likes being used.
Das ist eine fantastische Gelegenheit.,That's a fantastic opportunity.
Wir fürchten um unser Leben.,We fear for our lives.
Pommes frites enthalten viel Fett.,French fries contain a lot of fat.
Die Temperatur steigt.,The temperature is rising.
Sie ist etwas verärgert.,She is a bit upset.
Ich trinke keinen Alkohol.,I don't drink alcohol.
Dieses Restaurant bietet kostenloses WLAN an.,This restaurant offers free wi-fi.
McDonald's eröffnet jeden Tag drei neue Restaurants.,McDonald's opens three new restaurants each day.
Dieses Wörterbuch ist sehr gut.,This dictionary is very good.
Ich habe meine Armbanduhr verloren.,I've lost my wristwatch.
Möchten Sie die Vereinigten Staaten besuchen?,Do you want to visit the United States?
Wo ist der Verbandskasten?,Where is the first aid kit?
Schalten Sie bitte die Musik aus.,Please turn the music off.
"Glauben Sie nicht alles, was Sie hören!",Don't believe everything you hear!
Heute gab es bei der Arbeit sehr viel zu tun.,Today was a very busy day at work.
Gute Besserung!,Get well soon!
Schließen Sie bitte die Tür.,Close the door please.
Danke für Ihre Gastfreundschaft!,Thank you for your hospitality!
Ich verstehe nicht. Können Sie es mir zeigen?,I don't understand. Can you show me?
Er spielt sehr gut Tischtennis.,He's very good at table tennis.
Das scheint eine gute Idee zu sein.,That seems to be a good idea.
Der Hund frisst gerade.,The dog is eating.
Wer wird sich darum kümmern?,Who is going to take care of it?
Ich habe den Bericht ausgedruckt.,I've printed out the report.
Laufen ist gesund.,Running is healthy.
In letzter Zeit habe ich nicht viel geschlafen.,Lately I haven't slept much.
Das sind gute Neuigkeiten.,That is good news.
Er ist zu jung zum Wählen.,He is not old enough to vote.
Bitte behalten Sie das Wechselgeld.,Please keep the change.
Sie ist schwanger.,She is pregnant.
Hat dieses Medikament Nebenwirkungen?,Does this medicine have any side effects?
Vertraust du mir?,Do you trust me?
Uns wurde nicht die Wahrheit gesagt.,We have not been told the truth.
Bitte beruhigen Sie sich.,Please calm down.
Schalte das Licht ein.,Turn the light on.
Sei nicht so eingebildet!,Don't be so vain!
Kommen Sie bitte hierher.,"Come here, please."
Was bedeutet dieses Wort?,What does this word mean?
Tee ist in Großbritannien sehr beliebt.,Tea is very popular in Great Britain.
"Sie trinkt kein Bier, nur Wein.","She doesn't drink beer, only wine."
"Er ist streng, aber gerecht.",He is strict but fair.
Der Regenbogen ist sehr schön.,The rainbow is very beautiful.
Was soll ich heute Abend anziehen?,What should I wear tonight?
Die Blumen blühen.,The flowers are blooming.
Hast du den Wecker gestellt?,Did you set the alarm clock?
Ich habe meinen Geldbeutel vergessen.,I forgot my wallet.
Verliert sie den Verstand?,Is she losing her mind?
Kannst du reiten?,Can you ride a horse?
Ich kann mich nicht konzentrieren!,I can't concentrate!
Du bist jung und hast noch dein ganzes Leben vor dir.,You are young and have got your whole life ahead of you.
Ich werde zu spät zur Arbeit kommen.,I'm going to be late for work.
Ich konnte letzte Nacht nicht schlafen.,I couldn't sleep last night.
Sie haben sich verwählt.,You've got the wrong number. (said on the phone)
Du hast mir das Leben gerettet!,You saved my life!
Wir werden Feuer mit Feuer bekämpfen.,We are going to fight fire with fire.
Ein Spiegelei hat 100 Kalorien.,One fried egg contains 100 calories.
Sie arbeitet für das Rote Kreuz.,She works for the Red Cross.
Gib dein Passwort an niemanden weiter.,Do not give out your password to anyone.
"Ist diese Zeitung kostenlos? Ja, ist sie.",Is this newspaper free? Yes it is.
Darf ich Ihre Bordkarte sehen?,Can I see your boarding pass?
In der Nähe gibt es zwei Golfplätze.,There are two golf courses nearby.
Sie haben den Feind besiegt.,They defeated the enemy.
Madrid ist eine große Stadt.,Madrid is a big city.
Darf ich Ihre Bestellung aufnehmen?,Can I take your order now? (restaurant)
Mein Vater ist Polizist.,My father is a policeman.
Ist er verrückt?,Is he crazy?
Meine Zähne sind sehr empfindlich.,My teeth are very sensitive.
Führst du Tagebuch?,Do you keep a diary?
Du darfst nicht zu spät zur Schule kommen!,You must not be late for school!
Schweine fressen fast alles.,Pigs eat almost anything.
Delphine sind intelligente Tiere.,Dolphins are intelligent animals.
Wann erwarten Sie sie zurück?,When do you expect her back?
Nichts ist mir wichtiger als meine Familie.,Nothing is more important to me than my family.
Sein Visum wurde widerrufen.,His visa was cancelled.
Er ist der perfekte Ehemann.,He is the perfect husband.
Warum bist du so verärgert?,Why are you so upset?
Möchtest du mit mir ausgehen?,Do you want to go out on a date with me?
Was ist passiert?,What happened?
"Bist du sicher, dass dies eine gute Idee ist?",Are you sure this is a good idea?
Kannst du dich an seinen Namen erinnern?,Do you remember what his name is?
Sie hat uns zum Essen eingeladen.,She invited us around for a meal.
Harte Arbeit führt zum Erfolg!,Hard work will bring you success!
Ich werde mein Versprechen halten.,I will keep my promise.
Wir haben diesen Film dreimal gesehen.,We have seen this movie 3 times.
Es klingelt an der Tür.,The doorbell rings.
"An dem Tag, an dem wir zum Strand gingen, regnete es.",It rained on the day we went to the beach.
Hörst du mir zu?,Are you listening to me?
Das Wetter war perfekt!,The weather was perfect!
Ist diese Bluse aus Seide?,Is this blouse made of silk?
Wann machst du deinen Abschluss?,When will you graduate?
Die Kneipe war voller Rauch.,The pub was filled with smoke.
Seine Freundin hat ihn verlassen.,His girlfriend left him.
Wann bist du hier angekommen?,When did you get here?
Drogen haben ihr Leben zerstört.,Drugs have destroyed her life.
Du hast mich schon wieder belogen?,You lied to me again?
Ich verzeihe dir!,I forgive you!
Ist das wahr?,Is that true?
Dieses Sofa ist bequem.,This couch is comfortable.
Du musst morgen früh aufstehen.,You will have to get up early tomorrow.
Ende der Woche ist Vollmond.,We will have a full moon at the end of the week.
Sie hat zwei Hunde und drei Katzen.,She has 2 dogs and 3 cats.
Meine Tochter ist mit dem Bus zur Schule gefahren.,My daughter took the bus to school.
Der Staubsauger ist kaputt.,The vacuum cleaner is broken.
Kannst du bitte das Aquarium säubern?,"Can you clean the fish tank, please?"
Ich bin euch allen dankbar.,I'm grateful to you all.
Du kannst ihm vertrauen.,You can trust him.
"Entschuldigung, wir sind spät dran.","Sorry, we are late!"
Rennen im Gang ist verboten.,Running in the hallway is not allowed.
Ich bin süchtig nach diesem Computerspiel!,I'm addicted to this computer game!
Ich bin älter als du.,I'm older than you.
Arbeitsplätze sind hier knapp.,Jobs are scarce here.
Kannst du mir ein Sandwich kaufen?,Can you buy me a sandwich?
Ich bedaure nichts.,I have no regrets.
Er kaufte ihr Blumen und Schokolade.,He bought her flowers and chocolate.
Unser Haus hat drei Etagen.,Our house has three floors.
Er entkam aus dem Gefängnis.,He escaped from prison.
Hat sie Russland für immer verlassen?,Has she left Russia for good?
Er ist beinahe ertrunken.,He almost drowned.
Sie ist erst ein paar Wochen schwanger.,She is only a few weeks pregnant.
"Er versuchte, sie zu beeindrucken.",He tried to impress her.
Er belog die Polizei.,He lied to the police.
Sie ergaben sich dem Feind.,They surrendered to the enemy.
"Einen Kaffee zum Mitnehmen, bitte.","One coffee to go, please."
"Es tut mir leid, es ist meine Schuld.","Sorry, this is my fault."
Wo warst du?,Where were you?
San Francisco ist eine lebhafte Stadt.,San Francisco is a vibrant city.
Mein Auto steht um die Ecke.,My car is parked around the corner.
Wo ist mein Portemonnaie?,Where is my wallet?
Ich muss einen Anzug kaufen.,I need to buy a suit.
"Wir können morgen an den Strand gehen, wenn es nicht regnet.",We can go to the beach tomorrow if it doesn't rain.
Ich habe meine Schulden bezahlt.,I paid my debts.
Die Fabrik schließt bald.,The factory will close down soon.
Ich backe mein Brot selber.,I bake my own bread.
Ist diese Frucht reif?,Is this fruit ripe?
Was möchtest du zum Nachtisch?,What would you like for dessert?
"Ich hoffe, du genießt deine Ferien.",I hope you are enjoying your holidays.
Ist das Fleisch noch frisch?,Is the meat still fresh?
Mach das Fenster nicht auf.,Don't open the window.
Das Haus brennt.,The house is on fire.
Die Katze jagt die Maus.,The cat is chasing the mouse.
"Los, gehen wir aus zum Abendessen.",Let's go out for dinner.
Willst du dir einen Film ansehen?,Do you want to see a movie?
Ich möchte keine Beilage.,I don't want a side dish.
Die Waschmaschine ist kaputt.,The washing machine is broken.
Wo ist Flugsteig Nummer 9?,Where is gate 9? (airport)
Heute ist es sehr bewölkt.,Today it is very cloudy.
Was ist dein Familienstand?,What is your family status?
Hat diese Wohnung einen Balkon?,Does this flat have a balcony?
Meine Tante ist neunzig Jahre alt.,My aunt is ninety years old.
Die Straße ist sehr schmal.,The street is very narrow.
Die Klingel läutet.,The bell is ringing.
Ist der Zug schon abgefahren?,Did the train leave already?
Der Streik wurde in letzter Minute abgesagt.,The strike was called off at the last minute.
Die Krähe flog weg.,The crow flew away.
Dies ist die Straße zum Park.,This is the road to the park.
Die Trauben sind sehr sauer.,These grapes are very sour.
Bitte kommen Sie übermorgen.,Please come the day after tomorrow.
Das Publikum war beeindruckt.,The audience was impressed.
Hast du das Gas abgeschaltet?,Have you turned off the gas?
Die Flut kommt.,The tide is coming in.
Du kannst dich auf sie verlassen.,You can rely on her.
Die Hitze ist heute unerträglich.,The heat is unbearable today.
Er schaltete das Radio aus.,He turned off the radio.
Ich werde wöchentlich bezahlt.,I'm paid weekly.
Ich stimme dem Plan nicht zu.,I don't approve of the plan.
Er kletterte über den Zaun.,He climbed over the fence.
Wir können dieses Problem lösen.,We can solve this problem.
Ich möchte dieses Gedicht auswendig lernen.,I want to learn this poem by heart.
Die Regierung wurde gestürzt.,The government was overthrown.
Lachen ist die beste Medizin.,Laughter is the best medicine.
Die Mädchen bauen einen Schneemann.,The girls are making a snowman.
Meine Schwiegereltern sind sehr nett.,My parents-in-law are very nice people.
Ich stehe um 7 Uhr auf.,I get up at 7 o'clock.
Ich brauche einen Job.,I need a job.
Hat dir das Konzert gefallen?,Did you enjoy the concert?
Ich spiele gut Klavier.,I play the piano well.
Wir diskutieren gerade diese Angelegenheit.,We are currently discussing this matter.
Kann ich dir einen Rat geben?,Can I offer you some advice?
Können Sie diesen Film entwickeln?,Can you develop this film?
Das Gras ist sehr trocken.,The grass is very dry.
Was ist deine Schuhgröße?,What's your shoe size?
Gibt es weitere Fragen?,Are there any other questions?
Behandle deine Eltern mit Respekt!,Treat your parents with respect!
Manchmal spricht meine Frau im Schlaf.,Sometimes my wife talks in her sleep.
Warum wurde meine Bewerbung abgelehnt?,Why was my application rejected?
Du musst deine Gewohnheiten ändern.,You have to change your habits!
Bitte stehen Sie auf.,Please stand up.
Ich brauche ein Aspirin.,I need an aspirin.
Bitte hör mir genau zu.,Please pay attention to what I'm saying.
Könntest du Obst und Gemüse einkaufen?,Could you buy fruits and vegetables?
Mein Sohn wird zu spät zur Schule kommen.,My son will be late for school.
Bitte komm rein.,Please come in.
Du verschwendest meine Zeit.,You are wasting my time.
Reich mir bitte die Soße.,Please pass the gravy to me.
Sie arbeitet in einem Kindergarten.,She works in a kindergarten.
Deine Freundschaft ist mir wichtig.,I value your friendship.
Heute ist mein Glückstag.,Today is my lucky day.
Ich vertraue ihr.,I trust her.
Ich hasse Gewalt.,I hate violence.
Ich werde am Ende der Woche bezahlt.,I get paid at the end of the week.
"Du bist die schönste Frau, die ich kenne.",You are the most beautiful woman I know.
Können Sie bar bezahlen?,Can you pay me in cash?
Der Hund bellt.,The dog barks.
Willst du diese Hose anprobieren?,Would you like to try on these trousers?
Gestern habe ich Surfen gelernt.,Yesterday I learnt how to surf.
Warum sind Sie immer spät dran?,Why are you always late?
Ich gehe nicht gerne ins Theater.,I don't like to go to the theatre.
Welches Gehalt möchten Sie bekommen?,What salary do you wish to get?
"Gut, Sie haben mich überzeugt.","Okay, you have persuaded me."
Gelegentlich arbeite ich bis Mitternacht.,Occasionally I work until midnight.
Soll ich Sie mitnehmen?,Shall I give you a lift?
Kannst du bitte auf die Bank gehen?,Can you go to the bank please?
Ich möchte bitte auschecken.,I would like to check out please. (hotel)
"Ich hasse es, Grammatik zu lernen!",I hate to learn grammar!
Sie ist eingeschlafen.,She fell asleep.
Was genau ist gestern geschehen?,What exactly happened yesterday?
Stopp! Die Ampel ist rot!,Stop! The traffic light is red!
Das Schiff ist gesunken.,The ship sank.
Was für einen Film möchtest du dir ansehen?,What kind of movie would you like to watch?
Welche Qualifikationen haben Sie?,What qualifications have you got?
Galileo war ein italienischer Wissenschaftler.,Galileo was an Italian scientist.
Ist diese Gegend nachts sicher?,Is this area safe at night?
Haben Sie eine Dessertkarte?,Do you have a dessert menu?
Schalte bitte das Licht aus.,Please turn off the light.
Ich wohne im dritten Stock.,I live on the third floor.
Kann ich bitte Ihren Chef sprechen?,"Can I talk to your boss, please?"
Haben Sie vegetarische Speisen?,Do you have vegetarian dishes?
Wo kann ich Tennis spielen?,Where can I play tennis?
Ich suche eine möblierte Wohnung.,I need a furnished apartment/flat.
Bitte lassen Sie mich in Ruhe!,Please stop hassling me!
Ich habe oft Rückenschmerzen.,I often have pains in my back.
Mein Onkel war Klempner.,My uncle was a plumber.
"Sie ist langsam, aber wenigstens verlässlich.","She is slow, but at least she's reliable."
Enthält dieses Produkt Nüsse?,Does this product contain nuts?
Wie kommt man von hier am schnellsten zu deinem Haus?,What is the fastest way from here to your house?
Dieser Vorschlag wird derzeit diskutiert.,This proposal is currently being discussed.
Sind diese Plätze besetzt?,Are these seats taken?
Alles in allem empfehle ich diese Universität.,All things considered I recommend this university.
Verstehst du dich mit deinem Bruder?,Do you get along with your brother?
Kann ich bitte noch etwas Kaffee haben?,"Can I have more coffee, please?"
Ich möchte eine Kleinanzeige aufgeben.,I would like to place a classified advertisement.
Dieser Apfel ist noch nicht reif.,This apple isn't ripe yet.
Der Verdächtige wurde festgenommen.,The suspect has been detained.
Haltet den Dieb!,Stop that thief!
Bitte fassen Sie mich nicht an!,Please don't touch me!
Kann ich eine Tragetasche haben?,Can I have a bag?
Können wir bitte das Thema wechseln?,Can we change the topic please?
Diese Krankheit ist unheilbar.,There is no cure for this illness.
Du steckst voller Überraschungen!,You are full of surprises!
Sorge dich nicht!,Don't worry!
Ich bin ihr dankbar.,I'm grateful to her.
Die Zahlung muss in bar erfolgen.,The payment has to be done in cash.
Er hat sich nicht mal entschuldigt.,He didn't even apologise.
Morgen erwarten wir einen Besucher.,Tomorrow we expect a visitor.
Gehen Sie immer geradeaus.,Go straight ahead. (on a street)
Wem gehört dieser Mantel?,Whose jacket is that?
Warum bist du so stur?,Why are you so stubborn?
Ich glaube du hast Recht!,I think you are right!
Fotografie ist eines meiner Hobbys.,Photography is one of my hobbies.
Ich höre oft Radio wenn ich arbeite.,I often listen to the radio when I work.
Das Gesicht ist der Spiegel der Seele.,The face is the mirror of the soul.
Willst du am Wochenende etwas unternehmen?,Do you want to do something on the weekend?
"Vertrauen ist gut, Kontrolle ist besser.","Trust is good, control is better. (proverb)"
Diese Lampe ist nicht hell genug!,This lamp isn't bright enough!
Was sollen wir nun tun?,What should we do now?
Er konnte sich nicht einmal entschuldigen.,He didn't even bother to apologise.
Habe ich einen Hunger!,I'm starving!
Er ist ein ruhiger Typ.,He is a quiet guy.
Die Bushaltestelle ist dort.,The bus stop is there.
Viele Leute finden Pinguine niedlich.,Many people think penguins are cute.
Kinder sollten schon früh teilen lernen.,Children should learn to share at an early age.
"Du hast keinen Grund, traurig zu sein.",You have no reason to be sad.
Bob hat das Rad schon repariert.,Bob has already repaired the wheel/bicycle.
Kaninchen sind so niedlich!,Rabbits are so cute!
Im Sommer fahre ich gern Motorrad.,I like riding a motorbike in the summer.
Davon habe ich null Ahnung!,I know nothing about this!
Reiche mir bitte deinen Teller.,"Pass me your plate, please."
"Guten Abend, meine Damen und Herren!","Good evening, ladies and gentlemen!"
Beide Kinder gehen schon zur Schule.,Both children are already going to school.
Schalten Sie bitte Ihr Handy aus!,Please turn off your mobile phone!
Bitte warten Sie im Gang.,Please wait in the hallway.
Offenbar hat er gelogen.,He obviously lied.
"Renaissance bedeutet ""Wiedergeburt"".","Renaissance means ""rebirth""."
Dieser Welpe ist einfach süß!,This puppy is simply cute!
Bitte halten Sie Distanz!,"Please, keep your distance!"
Ich ersuche Ihre Entscheidung.,I request your decision.
Ich esse nur Rindfleisch.,I only eat beef.
Die Kuh ist im Stall.,The cow is in the stable.
Dieser Schmetterling ist sehr selten.,This butterfly is very rare.
Ich wünsche einen angenehmen Abend.,Have a pleasant evening.
Herzlichen Glückwunsch zur bestandenen Prüfung!,Congratulations for passing your exam!
Du guckst so traurig. Was ist los?,You look so sad. What's the matter?
Wir müssen miteinander reden.,We need to talk.
Er ließ den Ball fallen.,He dropped the ball.
"Nein, wir haben keine Webseite.","No, we don't have a website."
Das ist ein schlechtes Zeichen.,That's a bad sign.
Sein Blutdruck ist sehr hoch.,His blood pressure is very high.
Die Ampel wurde grün.,The traffic light turned green.
"Ich wünschte, ich könnte schneller laufen.",I wish I could run faster.
Der See war nicht sehr tief.,The lake was not very deep.
Die Farbe war noch nicht getrocknet.,The paint was still wet.
Der Hund jagte die Katze.,The dog was chasing the cat.
Der Vogel baut ein Nest.,The bird builds a nest.
Sein Fernseher hatte keine Fernbedienung.,His TV set didn't have a remote control.
Der Adler breitet seine Flügel aus.,The eagle spreads its wings.
Das Haus hatte eine große Küche.,The house had a big kitchen.
Letzten Winter hatten wir keinen Schnee.,Last winter we didn't have any snow.
Warum hast du mich angelogen?,Why did you lie to me?
Der Himmel ist blau.,The sky is blue.
Schildkröten bewegen sich sehr langsam.,Tortoises move very slowly.
In diesem Fluss leben viele Fische.,A lot of fish live in this river.
